Food,Measure,Grams,Calories,Protein,Fat,SatFat,Fiber,Carbs,Category,Id,Price,Img_url
muz,100 gr,100,85,1.1,0.2,,,11.6,X,164,23.00,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30092100/30092100_0_MC/8804879761458_1528879608508.jpg
portakal,100 gr,100,50,1,0.2,,,12.3,X,165,35.00,https://productimages.hepsiburada.net/s/19/375/9861284036658.jpg
seftali,100 gr,100,38,0.6,0.1,,,9.7,X,166,130.00,https://platincdn.com/2071/pictures/thumb/480X-20151115151612_v%C4%B0ne.jpg
visne,100 gr,100,60,1.2,0.3,,,14.4,X,167,161.00,https://cdn.cimri.io/market/260x260/kaanlar-1000-gr-1-kg-tam-yagli-beyaz-peynir-_53994.jpg
yagli b. peynir,100 gr,100,289,22.5,21.6,,,0,X,168,368.00,https://img.istegelsin.com/medium/b4884d578c134d288078fd0e1226cf3d.jpg
kasar peyniri,100 gr,100,404,27,31.8,,,1.4,X,169,20.00,https://st.myideasoft.com/idea/hi/79/myassets/products/035/helke-koyun-sutu-1lt.jpg?revision=1620297846
koyun sutu,100 gr,100,108,6,7,,,5.4,X,170,32.00,https://cdn.cimri.io/market/260x260/pinar-1-kg-organik-yogurt-_237499.jpg
yogurt,100 gr,100,63,5.3,1.6,,,7,X,171,410.00,https://images.migrosone.com/sanalmarket/product/24010018/24010018-9b73d3-1650x1650.jpg
koyun eti,100 gr,100,247,16.8,19.4,,,0,X,172,585.00,https://cdn.cimri.io/market/260x260/1-kg-antrikot-pastirma-_346605.jpg
pastirma,100 gr,100,250,29.5,13.9,,,0,X,173,385.00,https://images.migrosone.com/sanalmarket/product/14109223/polonez-macar-salam-kg-cb43dd-1650x1650.jpg
salam,100 gr,100,450,23.8,38.1,,,1.2,X,174,395.00,https://cdn03.ciceksepeti.com/cicek/kcm74298685-1/L/kasapoglu-afyon-kangal-sucuk-1-kg-kcm74298685-1-35fffaaa2fe64faca4dded05aea50cc2.jpg
sucuk,100 gr,100,452,21.4,40.8,,,0,X,175,107.00,https://cdn.akakce.com/arifoglu/arifoglu-1000-gr-defne-yapragi-z.jpg
defne yapragi,100 gr,100,313,7.6,8.4,,,75.6,X,176,204.00,https://cdn.cimri.io/market/260x260/aktaral-1-kg-dere-otu-kurusu-_338644.jpg
dereotu (kuru),100 gr,100,253,20,4.4,,,56,X,177,135.00,https://productimages.hepsiburada.net/s/26/375/10155782668338.jpg
hardal,100 gr,100,470,25,29,,,35,X,178,45.00,https://ayb.akinoncdn.com/products/2021/06/18/7105/42b0ac76-3f1e-44fb-9b6f-f3e902b7d8b4_size780x780_quality60_cropCenter.jpg
kirmiz biber,100 gr,100,318,12,17.3,,,57,X,179,138.00,https://static.ticimax.cloud/38753/uploads/urunresimleri/buyuk/kuru-kekik-1-kg-d8-3f4.jpg
kekik,100 gr,100,275,9.1,7.4,,,64.3,X,180,180.00,https://st2.myideasoft.com/shop/cr/25/myassets/products/759/kubi-toz-tarcin.jpg?revision=1539853558
tarcin,100 gr,100,260,4,3.2,,,80,X,181,96.00,https://cdn.dsmcdn.com/ty1/product/media/images/20200423/12/136252/69317591/1/1_org_zoom.jpg
susam,100 gr,100,590,26.5,55,,,9.4,X,182,135.00,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30044172/30044172_0_MC/8796571631666_1530714395499.jpg
zencefill,100 gr,100,350,9.1,6.1,,,71.1,X,183,52.00,https://cdn.cimri.io/market/260x260/eti-1-kg-petit-beurre-biskuvi-_1179033.jpg
biskuvi,100 gr,100,462,5.4,16,,,74.5,X,184,13.00,https://cdn.akakce.com/eris-un/eris-1-kg-z.jpg
bugday unu,100 gr,100,365,11.8,1.1,,,74.7,X,185,42.00,https://productimages.hepsiburada.net/s/37/375/10561564835890.jpg
bulgur,100 gr,100,357,10.3,1.2,,,78.1,X,186,20.00,https://static.ticimax.cloud/14924/uploads/urunresimleri/buyuk/banetti-irmik-1-kg-7652.png
irmik,100 gr,100,371,11.4,0.9,,,77,X,187,71.00,https://productimages.hepsiburada.net/s/19/375/9845888581682.jpg
makarna,100 gr,100,370,12.5,1.2,,,75.2,X,188,50.00,https://cdn.akakce.com/z/yayla/yayla-1000-gr-yerli-osmancik.jpg
pirinc,100 gr,100,363,6.7,0.4,,,80.4,X,189,250.00,https://cdn03.ciceksepeti.com/cicek/kc5835371-1/XL/1-kg-suzme-bal-kc5835371-1-a3eb048a6a5d4499b00edcf85a8959a9.jpg
bal,100 gr,100,315,0.3,0,,,78.4,X,190,258.00,https://tatpastanesi.com/userfiles/media/tatpastanesi.com/untitled-_2.jpg
dondurma,100 gr,100,193,4.5,10.6,,,20.8,X,191,155.00,https://cdn.cimri.io/market/260x260/ulker-cokokrem-1-kg-cikolata-_195553.jpg
cikolata,100 gr,100,550,9.3,36,,,51.3,X,192,175.00,https://albikere.com/image/cache/wkseller/731/24-06-2021/cilek-receli_0-1624551314046-309x309h.jpg
marmelat ve recel,100 gr,100,275,0.6,0.5,,,70,X,193,107.00,https://cdn.akakce.com/koska/koska-sade-1-kg-z.jpg
helva (tahin),100 gr,100,516,10.5,30,,,53.5,X,194,160.00,https://productimages.hepsiburada.net/s/0/500/9457475846194.jpg
irmik helvasi,100 gr,100,302,3.8,12.5,,,43.6,X,195,46.00,https://cdn.cimri.io/market/260x260/torku-1-kg-toz-seker-_1245840.jpg
seker,100 gr,100,384,0,0,,,99.5,X,196,120.00,https://cdn.cimri.io/market/260x260/droetker-210-gr-muhallebi-_288532.jpg
muhallebi,100 gr,100,173,5.1,3.8,,,29.8,X,197,56.00,https://cdn.akakce.com/dr-oetker/dr-oetker-156-gr-sutlac-z.jpg
sutlac,100 gr,100,140,3.4,2.7,,,38,X,198,110.00,https://st3.myideasoft.com/idea/gj/37/myassets/products/091/fistikli-kadayif-siparis.jpg?revision=1597073738
kadayif,100 gr,100,290,4.3,10,,,47,X,199,50.00,https://static.ticimax.cloud/44211/uploads/urunresimleri/buyuk/antep-fistikli-kaymakli-sobiyet--1-kg-6053e2.jpg
sobiyet,100 gr,100,300,3.5,8.5,,,45,X,200,25.00,https://st2.myideasoft.com/idea/au/35/myassets/products/934/dts2112.jpg?revision=1586205867
aycicek cekirdegi,100 gr,100,560,24,47.3,,,20,X,201,64.00,https://www.abaliogluyag.com/SF/122/ay%C3%A7i%C3%A7ek-%C3%A7ekirde%C4%9Fi-%C3%BCst.jpg
badem,100 gr,100,600,18.6,54.2,,,19.8,X,202,200.00,https://cdn.unalkuruyemis.com.tr/images/original/products/badem-yerli-cig-150-gr-paket-1672224376.jpg
ceviz,100 gr,100,650,15,64,,,15.8,X,203,223.00,https://st3.myideasoft.com/idea/fo/65/myassets/products/293/kabuklu-ceviz-aydinli-amca-kabuklu-ceviz-kilosu-ince-kabuklu-ceviz-1-kg-ceviz-yerli-kabuklu-ceviz-fiyatlari-kabuklu-ceviz-satisi-ince-kabuk-ceviz-taze-kabuklu-ceviz-ince-kabuklu-ceviz-fiyatlari-organik-kabuklu-ceviz_min.jpg?revision=1654592314
findik,100 gr,100,634,12.6,62.4,,,16.8,X,204,170.00,https://st.myideasoft.com/idea/gj/33/myassets/products/134/kavrulmus-tuzsuz-findik.jpg?revision=1598522602
kabak cekirdegi,100 gr,100,610,30.1,50,,,10,X,205,169.00,https://cdn.unalkuruyemis.com.tr/images/original/products/kabak-cekirdegi-tuzlu-150-gr-paket-1672221943.jpg
kestane,100 gr,100,194,2.9,1.5,,,42,X,206,50.00,https://cdn.yemek.com/mnresize/940/940/uploads/2020/12/firinda-kestane-one-cikan.jpg
kuru incir,100 gr,100,274,4.3,1.3,,,70,X,207,157.00,https://st.myideasoft.com/idea/fo/65/myassets/products/205/kuru-incir-aydinli-amca-organik-kuru-incir-dogal-kuru-incir-aydin-kuru-incir-aydin-dag-inciri-aydin-inciri-ureticiden-kuru-incir-dag-inciri-kuru-dag-inciri-organik-aydin-dag-inciri-aydin-organik-kuru-incir.jpg?revision=1685190901
kuru kayisi,100 gr,100,260,5,0.5,,,66.5,X,208,57.00,https://productimages.hepsiburada.net/s/8/1500/9776121905202.jpg
kuru uzum,100 gr,100,290,2.5,0.2,,,77.5,X,209,50.00,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30001574/30001574_0_MC/8796305915954_1528879420726.jpg
sam fistigi,100 gr,100,600,19.5,54,,,19,X,210,227.00,https://www.imamcagdas.com/tuzlu-antep-fistigi-tuzlu-antep-fistigi-imam-cagdas-256-41-B.jpg
et suyu tableti,100 gr,100,120,20,3,,,5,X,211,59,https://www.gelsineve.com/assets/Product_Images/8690701001301.jpeg
ketcap,100 gr,100,106,2,0.5,,,25,X,212,27.00,https://cdn.dsmcdn.com/ty60/product/media/images/20210122/13/56099521/20115734/1/1_org_zoom.jpg
salata soslari,100 gr,100,450,0,50.1,,,2.5,X,213,49,https://i.lezzet.com.tr/images-xxlarge-secondary/kolay-salata-soslari-09b35763-0ec6-4f6e-9660-1098aff19cae
salca,100 gr,100,98,2.7,0.4,,,21.4,X,214,34.00,https://st2.myideasoft.com/shop/cd/68/myassets/products/920/salcaaaaaa.png?revision=1659611699
sirke,100 gr,100,13,0,0,,,6,X,215,47.00,https://www.gurvita.com.tr/images/urunler/Organik-Elma-Sirkesi-500-ml-resim-251.png
tursu,100 gr,100,10,0.6,0.2,,,2,X,216,17.00,https://cdn.yemek.com/mncrop/940/625/uploads/2015/09/tursu-tarifi.jpg
yesil zeytin,100 gr,100,144,1.5,13.5,,,2.8,X,217,34.00,https://www.peynircibaba.com/image/catalog/urunler/1364.jpg
siyah zeytin,100 gr,100,207,1.8,0.2,,,2,X,218,90.00,https://www.fistikcisahapbey.com/siyah-zeytin-baharat-cesitleri-161-13-B.jpg
zeytinyagi,100 gr,100,884,0,100,,,0,X,219,42.00,https://st3.myideasoft.com/idea/gp/70/myassets/products/208/naturel-sizma-zeytinyagi-bakkalhasan-06.jpg?revision=1628747821
dana kiyma,x,100,278.6,27.2,17.1,6.5,0,0,x,220,165.00,https://www.etgros.com/wp-content/uploads/2020/05/2-2.jpg
buyuk boy sogan,x,100,44.7,1.4,0.2,0,1.4,10.1,x,221,14.00,https://productimages.hepsiburada.net/s/44/375/10818919890994.jpg
sarimsak,x,100,144.8,6.4,0.7,0,2,32.5,x,222,17.00,https://www.onurmarket.com/Uploads/UrunResimleri/buyuk/1008779-5-bd64.jpg
yumurta,x,100,147,12.5,9.7,3.1,0,0.7,x,223,38.00,https://cdn.webrazzi.com/uploads/2019/01/Yumurta_instagram_hd.png
tuz,x,100,0,0,0,0,0,0,x,224,5.00,https://www.umitaktas.com/wp-content/uploads/2022/12/tuz-gercegi.jpg
karabiber,x,100,245.3,10.5,3,1.3,24.8,64.1,x,225,30.00,https://st1.myideasoft.com/idea/gp/70/myassets/products/383/karabiber-siyah-tane-bakkalhasan.jpg?revision=1632045553
kimyon,x,100,379.3,17.8,22.4,1.4,10.5,44.5,x,226,96.00,https://st1.myideasoft.com/idea/gp/70/myassets/products/387/kimyon-cekilmis.jpg?revision=1628664521
pul biber,x,100,39.4,1.9,0.4,0,1.5,8.8,x,227,40.00,https://cdn.dsmcdn.com/ty505/product/media/images/20220812/11/158437304/107246449/1/1_org_zoom.jpg
bayat ekmek kirintisi,x,100,391.7,13.2,5.4,1.2,4.5,73.1,x,228,5,https://www.klasiktatlar.com/wp-content/uploads/2017/05/ekmek-k%C4%B1r%C4%B1nt%C4%B1s%C4%B1-yap%C4%B1m%C4%B1.jpg
sivi yag,x,100,883,0,100.8,6.6,0,0,x,229,37.00,https://cdn.dsmcdn.com/ty40/product/media/images/20210325/16/75262182/22353115/1/1_org_zoom.jpg
domates salcasi,x,100,81.3,4.3,0.5,0.1,4.1,18.8,x,230,45.00,https://images.migrosone.com/hemen/product/09010009/09010009-e7a595-1650x1650.jpg
domates puresi,x,100,36.9,1.7,0.2,0,1.9,8.9,x,231,29.00,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.trendyol.com%2Ftat%2Fdomates-puresi-200-ml-p-40916713&psig=AOvVaw3wxax7jiZHC5CDDYnekzKs&ust=1685535935532000&source=images&cd=vfe&ved=0CBEQjRxqFwoTCNj8n-iEnf8CFQAAAAAdAAAAABAE
sicak su,x,100,0,0,0,0,0,0,x,232,5,https://bebek.com/wp-content/uploads/2021/05/dogumda-sicak-su-ne-ise-yarar.jpg
sut,x,100,51.3,3.5,1.9,1.2,0,4.9,x,233,24.00,https://images.migrosone.com/macrocenter/product/11013025/11013025-9ec8a4.png
rendelenmis kasar peyniri,x,100,405.3,22.9,32.7,18.8,0,3.2,x,234,53.00,https://www.besyol.com.tr/image/cache/catalog/urunler/image/data/resimler/kirik-kasar-indirim-kg-13714-320x320w.jpg
orta yagli kiyma,x,100,278.6,27.2,17.1,6.5,0,0,x,235,237.00,https://static.ticimax.cloud/43437/uploads/urunresimleri/thumb/dana-orta-yagli-kiyma-04-c5c.jpg
haslanmis pirinc,x,100,127.4,2.7,0.3,0.1,0.4,28.4,x,236,94.00,https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/20C6763B-8C78-4ECB-AD6A-B7FBC4122E95/Derivates/D1E5FFAA-014F-4AA4-AE54-04188554DDB2.jpg
aycicek yagi,x,100,870.1,0,99.5,9.8,0,0,x,237,40.00 ,"https://m.media-amazon.com/images/I/41etJoGsEDL._AC_UF1000,1000_QL80_.jpg"
galeta unu,x,100,399.9,13.3,5.4,1.2,4.5,71.4,x,238,35.00,https://productimages.hepsiburada.net/s/6/500/9707868323890.jpg
orta yagli dana kiymasi,x,100,278.6,27.2,17.1,6.5,0,0,x,239,237.00,https://www.cizbizkofte.com/imagesbuyuk/dana-kiyma-orta-yagli.jpg
rendelenmis sogan,x,100,44.7,1.4,0.2,0,1.4,10.1,x,240,15.00,https://media.istockphoto.com/id/1169524865/tr/foto%C4%9Fraf/rendelenmi%C5%9F-so%C4%9Fan-yemek-pi%C5%9Firme.jpg?s=612x612&w=0&k=20&c=Afe8GtAqoGVwKmIQpnNLHHwbaq4p3hrm8fVJ_GamF2Y=
haslanmis nohut,x,100,166.1,8.9,2.6,0.3,7.5,27.8,x,241,24.00,https://cdn.yaylabakliyat.com/images/original/products/yayla-haslanmis-nohut-700-gr-1656070555.jpg
su,x,100,0,0,0,0,0,0,x,242,5.00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPbWW4_SazywleX3MBGxGyYEezZxMIXC4AagGPNSo8arNIJhNMBBCpTzUzQrid0dMkiJo&usqp=CAU
yufka,x,100,294,7.1,6.1,1.5,1.9,53.6,x,243,38.00,https://yufka-manufaktur.com/79-large_default/yufka.jpg
tereyag,x,100,721.5,0.8,79.6,51.1,0,0.1,x,244,95.00,https://www.gonenyoresel.com/UserFiles/Fotograflar/org/192-tereyag-250-gr-dogal-tereyag-tereyag2.jpg
kiyma,x,100,265.1,27,17,6.5,0,0,x,245,237.00,https://static.ticimax.cloud/43437/uploads/urunresimleri/buyuk/kuzu-az-yagli-kiyma-1f-4f9.jpg
bugday nisastasi,x,100,333.4,15.4,1.9,0.3,12.3,69.2,x,246,54.00,https://images.migrosone.com/sanalmarket/product/46022170/46022170-29fd86-1650x1650.jpg
ekmek ici,x,100,391.7,13.2,5.4,1.2,4.5,73.1,x,247,0,https://artigida.net/wp-content/uploads/2021/03/1remake-3.jpg
kabartma tozu,x,100,54.1,0,0,0,0.2,27.5,x,248,8.00,https://images.migrosone.com/sanalmarket/product/06061417/06061417-8ba714-1650x1650.png
vanilin,x,100,0,0,0,0,0,0,x,249,13.00,https://www.droetker.com.tr/droetker.com.tr/packshot/image-thumb__117848__ImageSize/%C5%9Eekerli%20Vanilin.jpg
rendelenmis hindistan cevizi,x,100,455.3,3.2,28.3,26.3,9.9,52.3,x,250,190.00,https://www.tazemasa.com/Uploads/UrunResimleri/buyuk/hindistan-cevizi-rendelenmis-50-gr-bag-ed5462.jpg
vanilya,x,100,282.7,0,0,0,0,12.6,x,251,60.00,https://iasbh.tmgrup.com.tr/929390/1200/627/0/0/750/392?u=https://isbh.tmgrup.com.tr/sbh/2020/05/16/vanilyanin-faydalari-nelerdir-vanilya-tozu-neye-iyi-gelir-nerelerde-kullanilir-1589622161704.jpg
toz antep fistigi,x,100,584,21.5,44.9,5.7,10,27.2,x,252,100.00,https://www.makbul.com/Content/global/images/products/4/436/ORG-toz-antep-fistigi-50-g502-1.jpg
taze sogan,x,100,44.7,1.4,0.2,0,1.4,10.1,x,253,10.00,https://images.migrosone.com/sanalmarket/product/28395002/sogan-taze-demet-1c62ec-1650x1650.jpg
dereotu,x,100,44.3,3,1,0,2,7.1,x,254,10.00,https://cdn.yemek.com/mncrop/940/625/uploads/2015/03/dereotu.jpg
hazir kek,x,100,393.6,3,17.6,2.9,0.3,57.2,x,255,50.00,https://productimages.hepsiburada.net/s/31/375/10348737265714.jpg
granul kahve,x,100,1,0.1,0,0,0,0,x,256,45.00,https://productimages.hepsiburada.net/s/5/375/9702160891954.jpg
labne peyniri,x,100,203.6,6.3,18.8,11.4,0,3.5,x,257,15.00,https://images.migrosone.com/sanalmarket/product/10350036/10350036-6b03ce-1650x1650.jpg
ilik su,x,100,0,0,0,0,0,0,x,258,5.00,https://i4.hurimg.com/i/hurriyet/75/750x422/5d78d27c45d2a023a0d3a6b2.jpg
kuru maya,x,100,0,0,0,0,0,0,x,259,26.00,https://cdn.dsmcdn.com/ty28/product/media/images/20201201/16/34132243/68738665/1/1_org_zoom.jpg
domates sos,x,100,24.6,1.2,0.3,0,1.5,5.4,x,260,30.00,https://cdn.yemek.com/mncrop/940/625/uploads/2015/08/domates-sosu-tarifi-son.jpg
feslegen,x,100,24.4,4,0,0,2,2,x,261,22.00,https://images.migrosone.com/sanalmarket/product/28901124/kucuk-saksida-feslegen-c9bcb2-1650x1650.jpg
rendelenmis mozarella peyniri,x,100,300.8,22.4,22.7,13.2,0,2.2,x,262,80.00,https://images.migrosone.com/sanalmarket/product/10108624/10108624-d04df2-1650x1650.jpg
konserve misir,x,100,93.9,3.4,1.5,0.2,2.4,21,x,263,40.00,https://cdn.dsmcdn.com/ty2/product/media/images/20200427/15/293709/69553893/1/1_org_zoom.jpg
biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,264,18.00,https://st2.myideasoft.com/idea/gr/96/myassets/products/010/regina.PNG?revision=1599125812
kirmizi mercimek,x,100,112.8,9,0.4,0.1,7.8,19.4,x,265,24.00,https://surmeliciftligi.com/wp-content/uploads/2019/08/Kirmizi-Mercimek-Yozgat-Bakliyat-2.jpg
ince bulgur,x,100,333.4,15.4,1.9,0.3,12.3,69.2,x,266,19.00,https://www.hataytadinda.com/wp-content/uploads/2019/12/kofteliksimit-800x800-1.jpg
biber salcasi,x,100,248.5,10.5,3,1.3,25.4,63.1,x,267,46.00,https://st.myideasoft.com/idea/bg/23/myassets/products/007/biber-salcasi-aci-1.jpg?revision=1496907055
pudra sekeri,x,100,391.1,0,0,0,0,98.1,x,268,25.00,https://st3.myideasoft.com/shop/cr/25/myassets/products/444/pudra-sekeri.png?revision=1539676643
yumurta beyazi,x,100,52.9,10.9,0.2,0,0,0.7,x,269,36,x, 
beyaz peynir,x,100,264.9,14.2,21.2,15,0,4.2,x,270,63.00,https://www.aygingurme.com/dimg/urun/79942beyaz-peynir-tam-yagli-aygi.jpg
petibor biskuvi,x,100,358.9,7,16.5,4.3,1.5,44.6,x,271,34.00,https://biistek.com/Resim/Minik/1500x1500_thumb_st014482.jpg
kuzu but,x,100,301.2,24.4,20.5,8.8,0,0,x,272,288.00,https://images.migrosone.com/sanalmarket/product/24010002/24010002-a05b23-1650x1650.jpg
orta boy kuru sogan,x,100,44.7,1.4,0.2,0,1.4,10.1,x,273,10.00,https://productimages.hepsiburada.net/s/44/375/10818919890994.jpg
orta boy domates,x,100,18.2,0.9,0.2,0,1.2,3.9,x,274,9.00,https://st.myideasoft.com/shop/ir/87/myassets/products/050/domates-tohumu-ailsa-craig-1.jpg?revision=1641549517
orta boy patlican,x,100,34.7,0.8,0.2,0,2.5,8.7,x,275,18.00,https://www.diyetkolik.com/site_media/media/nutrition_images/patlican.png
taze cekilmis tane karabiber,x,100,253.3,10.4,3,1.3,24.9,64.7,x,276,180.00,https://antepmahsulleri.com/wp-content/uploads/2020/11/baharat-cesitlericekilmis-karabiber-500-48ba.jpg
tavuk budu,x,100,180.5,24,8.9,2.4,0,0,x,277,76.00,https://www.diyetkolik.com/site_media/media/foodrecipe_images/firinda-tavuk-budu.jpg
tel sehriye,x,100,158.8,5.9,0.9,0.2,1.8,30.7,x,278,10.00,https://altinertarim.com/wp-content/uploads/2020/04/tel-sehriye.jpg
kusbasi tavuk gogsu,x,100,166.2,31,3.5,1,0,0,x,279,55.00,https://st1.myideasoft.com/idea/ez/94/myassets/products/249/adsiz-tasarim-2.jpg?revision=1592416193
tane karabiber,x,100,254.5,10.5,3,1.3,25.2,63,x,280,123.00,https://st1.myideasoft.com/shop/cr/25/myassets/products/302/tane-karabiber.jpg?revision=1573557495
soguk sut,x,100,51.3,3.5,1.9,1.2,0,4.9,x,281,25.00,https://icdn.ensonhaber.com/crop/703x395-85/resimler/diger//kok/2021/11/13/IMG20211113090637.jpg
muskat cevizi rendesi,x,100,527.5,5.9,36.4,26.2,20.7,49,x,282,82.00,https://cdn.yemek.com/uploads/2018/12/muskat-nedir-1.jpg
tavuk gogsu,x,100,166.2,31,3.5,1,0,0,x,283,72.00,https://i.nefisyemektarifleri.com/2021/05/03/yalanci-tavuk-gogsu-tarifi-6.jpg
kirmizi biber,x,100,27.8,0.9,0.2,0,1.2,6.8,x,284,33.00,https://images.migrosone.com/sanalmarket/product/28053000/biber-kirmizi-kg-4ad206.jpg
dogranmis domates,x,100,18.5,0.9,0.2,0,1.2,3.9,x,285,25.00,https://productimages.hepsiburada.net/s/26/1500/10140322988082.jpg
kuru nane,x,100,405.2,0,0,0,0,98.6,x,286,139.00,https://witcdn.marasmarket.com/ev-yapimi-kuru-nane-nane-maras-market-4895-44-B.jpg
kirmizi kapya biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,287,32.00,https://www.ayaydingrossmarket.com/uploads/productsimages/MANAV-006.jpg
tavuk baget,x,100,222.6,23.7,12.9,3.7,0,0,x,288,65.00,https://cdn.ye-mek.net/App_UI/Img/out/650/2021/02/firinda-tavuk-baget-resimli-yemek-tarifi(2).jpg
taze biberiye,x,100,335.6,5,14.8,7.5,42,64.1,x,289,25.00,https://cdn.cimri.io/market/260x260/taze-biberiye-_210311.jpg
sandvic ekmegi,x,100,259.2,8.9,3.4,0.7,2.6,48.7,x,290,15.00,https://cdn.yemek.com/mnresize/1250/833/uploads/2021/05/sandvic-ekmegi-tarifi.jpg
tavuk bonfile,x,100,144.8,29.8,3.3,1,0,0,x,291,72.00,https://wwwi.globalpiyasa.com/lib/Urun/670/2e23ecf8d40ede87ac66380c8c1f8c69_1.png
kapya biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,292,25.00,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30096974/30096974_0_MC/8796979855410_1528879619389.jpg
sari dolmalik biber,x,100,27.6,0.9,0.2,0,1.2,6.8,x,293,24.00,https://st3.myideasoft.com/shop/ir/87/myassets/products/856/sari-dolmalik-biber-tohumu-kaliforniya-1.jpg?revision=1646217666
soya sosu,x,100,0,0,0,0,0,0,x,294,57.00,https://i.nefisyemektarifleri.com/2023/01/24/soya-sosu-nedir-nasil-yapilir.jpg
toz kirmizi biber,x,100,27.8,0.9,0.2,0,1.2,6.8,x,295,30.00,https://cdn.dsmcdn.com/ty315/product/media/images/20220202/8/41317691/378150468/1/1_org_zoom.jpg
beyaz biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,296,130.00,https://www.arifoglu.com/beyaz-biber-tane-1000g-766281-11-O.jpg
kirmizi ya da sari mercimek,x,100,112.4,9.1,0.4,0.1,7.9,19.3,x,297,24.00,https://i20.haber7.net/resize/1300x788//haber/haber7/photos/2019/26/kirmizi_ve_mercimek_arasindaki_farklar_1561470237_6269.jpg
kirmizi toz biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,298,9.00,https://st1.myideasoft.com/idea/fo/65/myassets/products/478/aci-toz-biber-aydinli-amca-aci-toz-biber-fiyatlari-toz-aci-biber-aci-biber-tozu-aci-kirmizi-toz-biber-kirmizi-aci-toz-biber-kirmizi-aci-toz-biber-kirmizi-biber-tozu-kirmizi-toz-biber-toz-biber-fiyatlari-toz-biber-kg.jpg?revision=1674520020
kuru kekik,x,100,102.7,5,1.2,0,13.6,25.1,x,299,144.00,https://productimages.hepsiburada.net/s/1/375/9537276674098.jpg
dogranmis dereotu,x,100,44.3,3,1,0,2,7.1,x,300,5.00,https://images.migrosone.com/sanalmarket/product/28069017/28069017-6b6754-1650x1650.jpg
eritilmis bitter cikolata,x,100,542,4.8,31.9,18.7,7,60.9,x,301,105.00,https://productimages.hepsiburada.net/s/29/375/10255754821682.jpg
suzme yogurt,x,100,64.2,5.3,1.6,1,0,7.2,x,302,43.00,https://images.migrosone.com/sanalmarket/product/12500386/sutas-suzme-yogurt-750-gr-859bd6-1650x1650.jpg
chia tohumu,x,100,475.3,16.6,30.9,3.4,34,42.3,x,303,48.00,https://productimages.hepsiburada.net/s/26/1500/10165984362546.jpg
cig badem,x,100,592.9,20.8,49,4.1,12.5,21.3,x,304,190.00,https://st2.myideasoft.com/idea/dr/29/myassets/products/503/badem-ici-cig_min.jpg?revision=1598105735
tam bugday unu,x,100,332.1,13.3,2.5,0.4,10.9,71.5,x,305,16.00,https://productimages.hepsiburada.net/s/52/500/11122716672050.jpg
lor peyniri,x,100,100.1,11,4.3,1.7,0,3.4,x,306,42.00,https://cdn.dsmcdn.com/ty140/product/media/images/20210701/9/106021475/154831479/1/1_org_zoom.jpg
nisasta,x,100,0,0,0,0,0,0,x,307,54.00,https://images.migrosone.com/sanalmarket/product/46022182/46022182-2bf3cc-1650x1650.jpg
hindistan cevizi rendesi,x,100,455.3,3.2,28.3,26.3,9.9,52.3,x,308,68.00,https://productimages.hepsiburada.net/s/35/500/10471135150130.jpg
ezilmis sarimsak,x,100,144.8,6.4,0.7,0,2,32.5,x,309,12.00,https://productimages.hepsiburada.net/s/42/375/10742559244338.jpg
rendelenmis mozarella,x,100,295.5,22.1,22.6,13.1,0,2.2,x,310,125.00,https://images.migrosone.com/sanalmarket/product/10403063/10403063-eb3d5e-1650x1650.jpg
yulaf,x,100,368.3,13.2,6.4,1.1,10.3,67,x,311,51.00,https://ozkarslioglu.com.tr/images/product/2229503230191-243-yulaf.jpg
hindistan cevizi yagi,x,100,881.6,0,98.8,83.1,0,0,x,312,65.00,https://www.gratis.com/ccstore/v1/images/?source=/file/v4901216926988382390/products/10034429_10.jpg
bitter cikolata,x,100,542,4.8,31.9,18.7,7,60.9,x,313,105.00,https://productimages.hepsiburada.net/s/29/375/10255754821682.jpg
yulaf sutu,x,100,368.3,13.2,6.4,1.1,10.3,67,x,314,52.00,https://cdn.cimri.io/market/260x260/alpro-1-lt-yulaf-sutu-_246858.jpg
cherry domates,x,100,17.8,0.9,0.2,0,1.2,3.9,x,315,37.00,https://d1mm3tuyihn37h.cloudfront.net/wp-content/uploads/Domates-Salkim-Cherry.jpg
biberiye,x,100,335.6,5,14.8,7.5,42,64.1,x,316,83.00,https://productimages.hepsiburada.net/s/1/375/9537269858354.jpg
cig sut,x,100,51.3,3.5,1.9,1.2,0,4.9,x,317,15.00,https://st3.myideasoft.com/idea/ga/88/myassets/products/297/cig-inek-sutu-1080x1080.jpg?revision=1603722750
